id,title,release_date,revenue
2024,The Patriot,2000-06-28,215294342
64686,47 Ronin,2013-12-06,151783839
9495,The Crow,1994-05-11,50694672
9313,The Man in the Iron Mask,1998-03-12,182968902
4148,Revolutionary Road,2008-12-19,75981180
508965,Klaus,2019-11-08,0
929,Godzilla,1998-05-20,379014294
13649,High School Musical 2,2007-08-17,7000000
189,Sin City: A Dame to Kill For,2014-08-20,39407616
71676,Ghost Rider: Spirit of Vengeance,2011-12-10,132563930
276907,Legend,2015-09-09,42972994
805,Rosemary's Baby,1968-06-12,33395426
522938,Rambo: Last Blood,2019-09-19,91490353
35791,Resident Evil: Afterlife,2010-09-09,300228084
710,GoldenEye,1995-11-16,352194034
301365,The Neon Demon,2016-05-31,3377430
41513,The Smurfs,2011-07-29,563749323
72976,Lincoln,2012-11-09,275293450
257445,Goosebumps,2015-08-05,158162788
9286,Final Destination 3,2006-02-09,118890272
1369,Rambo: First Blood Part II,1985-05-21,300400432
529203,The Croods: A New Age,2020-11-25,215905815
9392,The Descent,2005-07-08,57130027
12153,White Chicks,2004-06-23,113086475
2832,Identity,2003-04-25,90259536
2123,"Me, Myself & Irene",2000-06-22,149270999
40807,50/50,2011-09-30,39187783
9762,Step Up,2006-08-11,114194847
9919,How to Lose a Guy in 10 Days,2003-02-07,177502387
9798,Enemy of the State,1998-11-20,250649836
11619,Flushed Away,2006-10-22,178120010
10330,Freaky Friday,2003-08-05,160846332
10501,The Road to El Dorado,2000-03-31,76432727
402,Basic Instinct,1992-03-20,352927224
301337,Downsizing,2017-12-22,55003890
10483,Death Race,2008-08-22,76014335
296099,Vacation,2015-07-28,104384188
10189,Pineapple Express,2008-08-06,101624843
1924,Superman,1978-12-14,300218018
20766,The Road,2009-11-25,27635305
613,Downfall,2004-09-16,92181574
7350,The Bucket List,2007-12-25,175372502
5038,Vicky Cristina Barcelona,2008-08-15,96409300
2898,As Good as It Gets,1997-12-19,314178011
14756,Ip Man,2008-12-12,22108789
10661,You Don't Mess with the Zohan,2008-06-05,204313400
258480,Carol,2015-11-20,40272135
829,Chinatown,1974-06-20,30000000
3558,"Girl, Interrupted",1999-12-21,48350205
19994,Jennifer's Body,2009-09-18,31556061
396371,Molly's Game,2017-12-07,59284015
1164,Babel,2006-09-08,135330182
7340,Carrie,1976-11-03,25878153
346672,Underworld: Blood Wars,2016-11-24,81093313
635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020-10-16,503063688
1948,Crank,2006-08-31,42931041
77877,The Lucky One,2012-04-19,99357138
399057,The Killing of a Sacred Deer,2017-10-20,7027336
11778,The Deer Hunter,1978-12-08,49000000
481848,The Call of the Wild,2020-02-19,111202881
360920,The Grinch,2018-11-08,508575295
448119,Dolittle,2020-01-02,251410631
1272,Sunshine,2007-04-05,34806812
3082,Modern Times,1936-02-05,1800000
1817,Phone Booth,2003-04-04,97837138
4771,Gone Baby Gone,2007-09-18,34619699
2253,Valkyrie,2008-12-25,200276000
10184,He's Just Not That Into You,2009-02-06,178866158
16871,Drag Me to Hell,2009-03-15,90810892
153518,The Angry Birds Movie,2016-05-11,349779543
23169,Remember Me,2010-03-11,56032889
455207,Crazy Rich Asians,2018-08-15,238539198
343674,Gerald's Game,2017-09-29,0
866,Finding Neverland,2004-10-17,116766556
313297,Kubo and the Two Strings,2016-08-18,76249438
116149,Paddington,2014-11-24,259207227
274854,The Last Witch Hunter,2015-10-21,146936910
401104,To the Bone,2017-01-22,0
11423,Memories of Murder,2003-05-02,26000000
663,Saw IV,2007-10-25,139352633
193610,The Other Woman,2014-04-16,196781193
449563,Isn't It Romantic,2019-02-13,48800000
9804,Waterworld,1995-07-28,264218220
12163,The Wrestler,2008-09-07,44734660
1586,Secret Window,2004-03-12,92913171
462919,Sierra Burgess Is a Loser,2018-09-07,0
12437,Underworld: Rise of the Lycans,2009-01-22,92158961
2277,Bicentennial Man,1999-12-17,87423861
22947,Up in the Air,2009-09-05,166842739
9739,Demolition Man,1993-10-08,58055768
152760,The Monuments Men,2014-01-24,154984035
582,The Lives of Others,2006-03-15,70000000
635744,Jarhead: Law of Return,2019-10-01,0
371638,The Disaster Artist,2017-03-12,29820616
11665,Get Smart,2008-06-19,230685453
1690,Hostel,2006-01-06,81979826
4147,Road to Perdition,2002-07-12,181001478
419479,The Babysitter,2017-10-13,0
136799,Trolls,2016-10-13,346864462
11887,High School Musical 3: Senior Year,2008-10-11,252909177
20943,The Ugly Truth,2009-07-24,321682600
298250,Jigsaw,2017-10-25,102952888
37094,Falling Down,1993-02-26,40903593
290098,The Handmaiden,2016-06-01,38600000
2280,Big,1988-06-03,151927281
41446,Scream 4,2011-04-11,97231420
37136,The Naked Gun: From the Files of Police Squad!,1988-12-02,78756177
8810,Mad Max 2,1981-12-24,24600832
87093,Big Eyes,2014-12-24,28883511
59961,Safe House,2012-02-08,208076205
9335,Transporter 2,2005-08-03,89083229
446021,Bad Times at the El Royale,2018-10-04,31882724
853,Enemy at the Gates,2001-03-14,96976270
65086,The Woman in Black,2012-02-03,127730736
646,Dr. No,1962-10-07,59567035
667538,Transformers: Rise of the Beasts,2023-06-06,429800000
762504,Nope,2022-07-20,170823080
12244,9,2009-08-19,48428063
658,Goldfinger,1964-09-20,124881062
347031,Swiss Army Man,2016-06-24,4900000
8271,Disturbia,2007-04-12,117760134
397837,Before I Fall,2017-03-02,18900000
8645,The Happening,2008-06-11,163403799
262391,Serial (Bad) Weddings,2014-04-16,176404493
5176,3:10 to Yuma,2007-09-06,70016220
308531,Teenage Mutant Ninja Turtles: Out of the Shadows,2016-06-01,245623848
246741,What We Do in the Shadows,2014-06-19,6263224
4538,The Darjeeling Limited,2007-09-07,24377151
419478,Midnight Sun,2018-03-22,27365467
346,Seven Samurai,1954-04-26,346300
819,Sleepers,1996-10-18,165615285
334,Magnolia,1999-12-10,48451803
1213,The Talented Mr. Ripley,1999-12-25,128798265
160588,Blue Jasmine,2013-08-01,99206215
44048,Unstoppable,2010-11-04,167805466
399170,Logan Lucky,2017-08-17,48453605
985939,Fall,2022-08-11,16120263
73723,The Lorax,2012-03-01,348840316
300671,13 Hours: The Secret Soldiers of Benghazi,2016-01-14,69411370
232672,Blended,2014-05-21,127994610
400617,Phantom Thread,2017-12-25,47756590
204082,Homefront,2013-11-12,43058898
536554,M3GAN,2022-12-28,179960167
62215,Melancholia,2011-05-26,15946321
172385,Rio 2,2014-03-19,500188435
16320,Serenity,2005-09-25,38869464
15969,The Return of Jafar,1994-05-20,0
1089,Point Break,1991-01-31,83531958
36669,Die Another Day,2002-11-17,431971116
521029,Annabelle Comes Home,2019-06-26,231252591
35690,The Last Song,2010-03-31,89137047
7445,Brothers,2009-12-02,43474578
1640,Crash,2005-05-06,98410061
400535,Sicario: Day of the Soldado,2018-06-27,75836683
1992,Planet Terror,2007-04-06,0
10591,The Girl Next Door,2004-04-09,31635150
9472,DodgeBall: A True Underdog Story,2004-06-18,167722310
44943,Battle: Los Angeles,2011-03-08,211819354
881,A Few Good Men,1992-12-11,243240178
2899,Asterix & Obelix: Mission Cleopatra,2002-01-30,128027976
9481,The Bone Collector,1999-11-04,151493655
81,Nausicaä of the Valley of the Wind,1984-03-11,3301446
423204,Angel Has Fallen,2019-08-21,146661977
1246,Rocky Balboa,2006-12-20,155929020
277685,Unfriended,2014-10-22,62882090
59962,This Means War,2012-02-14,156974557
10054,Spy Kids,2001-03-18,147934180
1955,The Elephant Man,1980-10-09,26010864
57212,War Horse,2011-12-25,177584879
4234,Scream 3,2000-02-03,161834276
109431,Identity Thief,2013-02-07,173965010
239,Some Like It Hot,1959-03-19,25000000
9486,Johnny English,2003-03-14,160583018
295964,Burnt,2015-10-02,36606743
267935,The BFG,2016-06-01,195243411
10200,The Day the Earth Stood Still,2008-12-10,233093859
9870,Forgetting Sarah Marshall,2008-04-17,105173115
11674,101 Dalmatians,1996-11-27,320689294
457799,"Extremely Wicked, Shockingly Evil and Vile",2019-05-02,0
49046,All Quiet on the Western Front,2022-10-07,0
543540,The Perfect Date,2019-04-12,0
97370,Under the Skin,2014-03-14,5735963
725201,The Gray Man,2022-07-13,454023
6023,P.S. I Love You,2007-11-15,156835339
353616,Pitch Perfect 3,2017-12-20,184724494
280092,Insidious: Chapter 3,2015-05-28,112983889
50456,Hanna,2011-04-07,63782078
458423,Mamma Mia! Here We Go Again,2018-07-09,395044706
140823,Saving Mr. Banks,2013-11-29,112544580
456740,Hellboy,2019-04-10,55065289
512196,Happy Death Day 2U,2019-02-13,25327500
258230,A Monster Calls,2016-10-07,47309313
2288,Closer,2004-12-03,115505027
261023,Black Mass,2015-09-17,98837872
340102,The New Mutants,2020-04-02,49169594
256274,"As Above, So Below",2014-08-14,41900000
11917,Saw V,2008-10-23,113864059
400650,Mary Poppins Returns,2018-12-13,348807090
13387,Transporter 3,2008-11-26,108979549
241,Natural Born Killers,1994-08-26,50283563
55779,Final Destination 5,2011-08-12,157887643
258216,Nymphomaniac: Vol. I,2013-12-25,13545832
72331,Abraham Lincoln: Vampire Hunter,2012-06-20,116471580
942,Lethal Weapon 2,1989-07-07,227853986
252,Willy Wonka & the Chocolate Factory,1971-06-29,4000000
2164,Stargate,1994-10-28,196567262
94329,The Raid,2012-03-23,9148519
1598,Cape Fear,1991-11-13,182300000
314,Catwoman,2004-07-22,82102379
871,Planet of the Apes,1968-02-07,32589624
8487,Wild Wild West,1999-06-30,222104681
429197,Vice,2018-12-25,76073488
899082,Harry Potter 20th Anniversary: Return to Hogwarts,2022-01-01,0
816,Austin Powers: International Man of Mystery,1997-05-02,67711748
278924,Mechanic: Resurrection,2016-08-25,125729635
265195,Wild Tales,2014-08-21,27007072
522402,Finch,2021-11-04,0
3176,Battle Royale,2000-12-16,30600000
381289,A Dog's Purpose,2017-01-19,205035819
80,Before Sunset,2004-06-16,15992615
9291,The Longest Yard,2005-05-27,190320568
7735,The Wave,2008-03-11,19000000
392,Chocolat,2000-12-22,152500343
76649,Pompeii,2014-02-18,117831631
438148,Minions: The Rise of Gru,2022-06-29,939628210
1592,Primal Fear,1996-03-06,102616183
718789,Lightyear,2022-06-15,226425420
1541,Thelma & Louise,1991-05-24,45361000
77950,Turbo,2013-07-11,282570682
259694,How to Be Single,2016-02-08,112343513
817,Austin Powers: The Spy Who Shagged Me,1999-06-08,312016928
23631,Machete,2010-09-01,45491656
58233,Johnny English Reborn,2011-09-15,160078586
2486,Eragon,2006-12-14,249288105
505026,Death on the Nile,2022-02-09,137307235
914,The Great Dictator,1940-10-15,11000000
499932,The Devil All the Time,2020-09-11,0
12222,Horton Hears a Who!,2008-03-03,298572799
244267,I Origins,2014-07-18,336472
74643,The Artist,2011-10-12,133432856
62764,Mirror Mirror,2012-03-15,183018522
39451,Little Fockers,2010-12-21,310650585
68,Brazil,1985-02-20,9900000
1966,Alexander,2004-11-21,167298192
9475,Scent of a Woman,1992-12-23,134095253
62214,Frankenweenie,2012-10-04,81493846
1620,Hitman,2007-11-21,99965753
37247,The Graduate,1967-12-21,104945305
458576,Monster Hunter,2020-12-03,42145959
11130,The Princess Diaries 2: Royal Engagement,2004-08-06,134734481
9323,Ghost in the Shell,1995-11-18,515905
9032,Big Daddy,1999-06-25,234801895
11247,A Cinderella Story,2004-07-16,70067909
212778,Chef,2014-05-08,45967935
6795,Zathura: A Space Adventure,2005-11-06,65079104
2252,Eastern Promises,2007-09-14,56106607
328425,The Gift,2015-07-31,58978653
384521,The Cloverfield Paradox,2018-02-04,0
4257,Scary Movie 4,2006-04-12,178262620
40805,The Green Hornet,2011-01-12,227817248
285783,The Walk,2015-09-30,61181942
10312,Patch Adams,1998-12-25,202292902
15121,The Sound of Music,1965-03-29,286214286
3594,The Number 23,2007-02-23,77566815
9489,You've Got Mail,1998-12-17,250821495
49730,Red Riding Hood,2011-03-10,89162162
46705,Blue Valentine,2010-12-16,15440333
157433,Pet Sematary,2019-04-04,113118226
752623,The Lost City,2022-03-24,192907684
10948,The Fox and the Hound,1981-07-10,29800000
19912,The Final Destination,2009-08-26,186167139
274167,Daddy's Home,2015-12-25,242786137
796,Cruel Intentions,1999-03-05,76347426
298618,The Flash,2023-06-13,268375616
9390,Jerry Maguire,1996-12-13,273552592
793,Blue Velvet,1986-09-19,8618766
617653,The Last Duel,2021-10-13,30500000
27582,The Mechanic,2011-01-13,51070807
38408,Life As We Know It,2010-10-02,105734416
8367,Robin Hood: Prince of Thieves,1991-06-14,390493908
77016,End of Watch,2012-09-20,48126384
1669,The Hunt for Red October,1990-03-02,200512643
50348,The Lincoln Lawyer,2011-03-17,85412898
228205,The Longest Ride,2015-04-09,63013281
9362,Tremors,1990-01-19,48572000
393519,Raw,2016-11-11,4100000
167073,Brooklyn,2015-10-20,62076141
1621,Trading Places,1983-06-07,90404800
100042,Dumb and Dumber To,2014-11-12,169837010
504949,The King,2019-10-11,0
2005,Sister Act,1992-05-28,231605150
11621,Porco Rosso,1992-07-18,0
19959,Surrogates,2009-09-24,122444772
785084,The Whale,2022-12-09,55101305
76025,Shame,2011-10-02,3909002
180863,T2 Trainspotting,2017-01-27,42067430
6557,27 Dresses,2008-01-10,160259319
146,"Crouching Tiger, Hidden Dragon",2000-07-06,213525736
664,Twister,1996-05-10,494471524
59,A History of Violence,2005-09-23,60740827
238615,Self/less,2015-07-10,31807156
263472,Knock Knock,2015-06-26,6341684
1375,Rocky V,1990-11-16,119946358
399361,Triple Frontier,2019-03-06,0
5174,Rush Hour 3,2007-08-08,258022233
179144,The Great Beauty,2013-05-21,24930592
169,Predator 2,1990-11-21,57120318
109451,Cloudy with a Chance of Meatballs 2,2013-09-26,248384621
96936,The Bling Ring,2013-06-12,19145732
32856,Valentine's Day,2010-02-10,216485654
1443,The Virgin Suicides,1999-12-31,10409377
18487,The Taking of Pelham 1 2 3,2009-06-10,150166126
109421,Side Effects,2013-02-07,63372757
9334,The Scorpion King,2002-04-18,165333180
3034,Young Frankenstein,1974-12-15,86273333
284293,Still Alice,2014-12-05,44779195
30497,The Texas Chain Saw Massacre,1974-10-01,30900000
455980,Tag,2018-05-30,75100000
1370,Rambo III,1988-05-24,189015611
514847,The Hunt,2020-03-11,10550350
4995,Boogie Nights,1997-10-07,43101594
470,21 Grams,2003-09-06,60427839
173897,Resident Evil: The Final Chapter,2016-12-23,312242626
511987,Crawl,2019-07-11,91542097
6075,Carlito's Way,1993-11-10,63848322
9506,Anger Management,2003-04-11,195745823
818,Austin Powers in Goldmember,2002-07-26,296938801
531309,Brightburn,2019-05-09,33224654
462,Erin Brockovich,2000-03-17,256271286
10521,Bride Wars,2009-01-09,115375850
8967,The Tree of Life,2011-05-17,54674226
12133,Step Brothers,2008-07-25,128107642
872,Singin' in the Rain,1952-04-09,7200000
10022,The Pacifier,2005-03-04,198636868
8619,Master and Commander: The Far Side of the World,2003-11-14,212011111
382591,Two Is a Family,2016-12-07,1447740
3050,Doctor Dolittle,1998-06-26,294456605
378236,The Emoji Movie,2017-07-23,216909830
82633,Lawless,2012-08-29,53676580
766,Army of Darkness,1992-10-31,21502976
9029,What Happens in Vegas,2008-05-07,219375562
1934,Shakespeare in Love,1998-12-11,289317794
68730,Silence,2016-12-22,23737523
22804,Saw VI,2009-10-22,68234154
119283,Parker,2013-01-23,46216641
443791,Underwater,2020-01-08,40882928
576845,Last Night in Soho,2021-10-21,22957625
249070,Hitman: Agent 47,2015-08-20,81967450
9471,Charlie's Angels: Full Throttle,2003-06-27,259175788
588228,The Tomorrow War,2021-09-03,14400000
1103,Escape from New York,1981-05-23,50244700
11283,Nanny McPhee,2005-10-21,123276807
714,Tomorrow Never Dies,1997-12-11,333011068
756,Fantasia,1940-11-13,76411819
61979,Three Steps Above Heaven,2010-12-03,0
8055,The Reader,2008-12-10,108902486
412117,The Secret Life of Pets 2,2019-05-24,155152550
9476,A Knight's Tale,2001-05-11,117487473
1904,Memoirs of a Geisha,2005-12-06,162242962
9354,"Honey, I Shrunk the Kids",1989-06-23,222724172
614934,Elvis,2022-06-22,288670284
580175,Another Round,2020-09-24,21700000
582014,Promising Young Woman,2020-12-13,13868965
11430,The Lion King 1½,2004-02-06,1465
600354,The Father,2020-12-23,21029340
77930,Magic Mike,2012-06-28,167221571
9361,The Last of the Mohicans,1992-08-26,75505856
556984,The Trial of the Chicago 7,2020-09-25,107423
765,Evil Dead II,1987-03-13,10900000
375588,Robin Hood,2018-11-21,86493046
644495,House of Gucci,2021-11-24,153235995
9655,She's the Man,2006-03-17,33889159
10066,House of Wax,2005-05-05,68766121
12113,Body of Lies,2008-10-09,113280098
415842,American Assassin,2017-09-14,67200000
9714,Home Alone 3,1997-12-12,79082515
303858,Money Monster,2016-05-12,93282604
458897,Charlie's Angels,2019-11-14,73279888
540901,Hustlers,2019-09-12,157600000
818647,Through My Window,2022-02-04,0
525661,Bombshell,2019-12-13,61404394
95610,Bridget Jones's Baby,2016-09-14,211952420
8656,Deep Impact,1998-05-08,349464664
59965,Abduction,2011-09-22,82087155
646385,Scream,2022-01-12,140041405
112205,The Family,2013-09-13,36894225
7840,"10,000 BC",2008-03-04,269784201
15472,The Girl with the Dragon Tattoo,2009-02-27,109421911
158011,The Call,2013-03-14,68572378
72113,Carnage,2011-09-16,30722632
132363,The Butler,2013-08-16,115922175
37056,Letters to Juliet,2010-05-13,82148538
59108,Tower Heist,2011-11-02,152930623
68722,The Master,2012-09-07,28258060
10439,Hocus Pocus,1993-07-16,45395069
622,The Ninth Gate,1999-08-25,58401898
9792,The Hills Have Eyes,2006-03-10,69623713
8922,Jeepers Creepers,2001-07-01,59217789
400160,The SpongeBob Movie: Sponge on the Run,2020-08-14,4700000
58224,Mr. Popper's Penguins,2011-06-17,187361754
157547,Oculus,2013-09-08,44459951
1738,Next,2007-04-25,76066841
192,The Name of the Rose,1986-09-24,77200000
109491,Beautiful Creatures,2013-02-13,60052138
1970,The Grudge,2004-10-22,183474602
157386,The Spectacular Now,2013-08-02,6854611
503314,Dragon Ball Super: Broly,2018-12-14,125002821
8741,The Thin Red Line,1998-12-25,98126565
9327,The Nutty Professor,1996-06-28,128769345
13809,RocknRolla,2008-09-04,25740863
2758,Addams Family Values,1993-11-19,48919043
6978,Big Trouble in Little China,1986-05-30,11000000
342470,All the Bright Places,2020-02-28,0
8337,They Live,1988-11-23,13008928
490,The Seventh Seal,1957-02-16,0
947,Lawrence of Arabia,1962-12-11,69995385
657,From Russia with Love,1963-10-10,78900000
9992,Arthur and the Invisibles,2006-12-13,107944236
23398,Alvin and the Chipmunks: The Squeakquel,2009-12-21,443140005
609,Poltergeist,1982-06-04,122200000
433808,The Ritual,2017-10-11,1786396
9889,Shallow Hal,2001-11-01,141069860
587792,Palm Springs,2020-07-10,164000
406563,Insidious: The Last Key,2018-01-03,167885588
13310,Let the Right One In,2008-10-24,10785801
581734,Nomadland,2021-01-29,14784114
619,The Bodyguard,1992-11-25,411006740
491418,Instant Family,2018-11-16,120989656
9772,Air Force One,1997-07-25,315156409
249397,Nymphomaniac: Vol. II,2013-12-25,4934725
968,Dog Day Afternoon,1975-09-21,46665856
957,Spaceballs,1987-06-24,38119483
137094,Jack Ryan: Shadow Recruit,2014-01-15,135511030
6537,The Orphanage,2007-05-20,78638987
41439,Saw 3D,2010-10-22,136151680
60935,The Thing,2011-10-12,31505287
149870,The Wind Rises,2013-07-20,117932401
27573,The Bounty Hunter,2010-03-16,136333522
1656,The Legend of Zorro,2005-10-24,142400065
551332,The Two Popes,2019-11-27,232638
9598,Babe,1995-07-18,254134910
1542,Office Space,1999-02-19,12827813
43949,Flipped,2010-08-06,1755212
152742,The Best Offer,2013-01-01,19255873
44040,Devil,2010-09-16,33583175
364689,Ferdinand,2017-12-09,295038508
406759,Moonfall,2022-02-03,67295363
43539,The Next Three Days,2010-11-18,67448651
36643,The World Is Not Enough,1999-11-17,361832400
5966,Along Came Polly,2004-01-16,178311729
10585,Child's Play,1988-11-09,44196684
10202,Bedtime Stories,2008-12-24,212874864
38117,Beastly,2011-01-21,43202283
35056,Date Night,2010-04-08,152263880
11906,Suspiria,1977-02-01,2884265
605116,Project Power,2020-08-14,0
429351,12 Strong,2018-01-18,67450815
169917,A Walk Among the Tombstones,2014-09-18,58834384
241554,Run All Night,2015-03-11,71561644
314095,The Lost City of Z,2017-03-15,8574339
943,Lethal Weapon 3,1992-05-15,321731527
69,Walk the Line,2005-09-13,186797986
13027,Eagle Eye,2008-09-25,178800000
1278,The Dreamers,2003-09-01,15121165
7214,Coach Carter,2005-01-14,76669806
205,Hotel Rwanda,2004-03-04,38000000
438799,Overlord,2018-11-01,41657844
421,The Life Aquatic with Steve Zissou,2004-12-10,34808403
1268,Mr. Bean's Holiday,2007-03-22,232225908
11836,The SpongeBob SquarePants Movie,2004-11-14,140161792
25,Jarhead,2005-11-04,97076152
429200,Good Time,2017-08-11,3283369
445651,The Darkest Minds,2018-07-25,41142379
449443,Den of Thieves,2018-01-18,80509622
2310,Beowulf,2007-11-05,195735876
4258,Scary Movie 5,2013-04-11,78378744
261392,American Ultra,2015-08-19,27139524
266647,Pan,2015-09-24,128388320
309809,The Little Prince,2015-07-29,97571250
2756,The Abyss,1989-08-09,90000098
8068,Desperado,1995-08-25,25405445
841,Dune,1984-12-14,30925690
4488,Friday the 13th,1980-05-09,59754601
11007,Cheaper by the Dozen,2003-12-24,190212113
978,Seven Years in Tibet,1997-09-12,131457682
15092,Crank: High Voltage,2009-04-16,34560577
193893,Let's Be Cops,2014-08-13,136621271
26388,Buried,2010-09-24,19152480
979,Irreversible,2002-05-22,6500000
440,Aliens vs Predator: Requiem,2007-12-25,130290885
1267,Meet the Robinsons,2007-03-23,169332978
531219,Roald Dahl's The Witches,2020-10-26,29303571
501929,The Mitchells vs. the Machines,2021-04-22,0
71859,We Need to Talk About Kevin,2011-09-28,10765283
431693,Spies in Disguise,2019-12-04,171616764
7220,The Punisher,2004-04-15,54700105
36685,The Rocky Horror Picture Show,1975-08-14,112892319
9801,Bridget Jones: The Edge of Reason,2004-11-10,262500000
768,From Hell,2001-02-08,74558115
516486,Greyhound,2020-07-10,0
403119,47 Meters Down,2017-05-25,62198461
975,Paths of Glory,1957-10-25,0
353070,Going in Style,2017-04-06,84618541
103731,Mud,2013-04-26,32613173
220289,Coherence,2013-09-19,139745
7512,Idiocracy,2006-09-01,495303
51739,The Secret World of Arrietty,2010-07-16,149480483
398181,You Were Never Really Here,2017-11-08,10891281
8054,The Imaginarium of Doctor Parnassus,2009-10-01,64352607
76640,The Last Stand,2013-01-12,0
610150,Dragon Ball Super: Super Hero,2022-06-11,86562140
80271,LOL,2012-02-10,10500000
65057,The Descendants,2011-09-09,177243185
49520,The Change-Up,2011-08-05,75450437
4442,The Brothers Grimm,2005-08-26,105316267
9355,Mad Max Beyond Thunderdome,1985-06-29,36230219
339397,Café Society,2016-05-11,43763247
8643,The Exorcism of Emily Rose,2005-09-09,145166804
116711,Epic,2013-05-15,268426634
3175,Barry Lyndon,1975-12-18,198992
265177,Mommy,2014-09-19,3494070
597208,Nightmare Alley,2021-12-02,39629195
420814,Christopher Robin,2018-08-02,99138899
10734,Escape from Alcatraz,1979-06-22,43004381
1381,The Fountain,2006-11-22,15304890
7484,Open Season,2006-09-27,197309027
10999,Commando,1985-10-03,57500000
5123,August Rush,2007-11-21,66122026
452507,1922,2017-10-20,0
1255,The Host,2006-07-27,88489643
257091,Get Hard,2015-03-26,111811453
3597,I Know What You Did Last Summer,1997-10-17,125586134
210860,Mortdecai,2015-01-21,47318560
8413,Event Horizon,1997-08-15,26673242
2666,Dark City,1998-02-27,27200316
225565,That Awkward Moment,2014-01-29,45640143
4513,30 Days of Night,2007-10-17,75505973
242512,Ouija,2014-10-24,103590271
394117,The Florida Project,2017-10-06,11303040
9767,The Break-Up,2006-06-01,205668210
2044,The Lake House,2006-06-16,114830111
9470,Kung Fu Hustle,2004-02-10,102034104
74465,We Bought a Zoo,2011-12-08,120081841
11024,Scooby-Doo 2: Monsters Unleashed,2004-03-24,181466833
46838,Tucker and Dale vs. Evil,2010-01-22,5224938
23437,A Nightmare on Elm Street,2010-04-30,115664037
86829,Inside Llewyn Davis,2013-10-13,32935319
9477,King Arthur,2004-07-07,203567857
210479,Locke,2014-04-10,4635300
52451,The Three Musketeers,2011-08-31,132274484
1887,Marie Antoinette,2006-05-24,60917189
20048,Confessions of a Shopaholic,2009-02-05,108332743
976573,Elemental,2023-06-14,486797988
665,Ben-Hur,1959-11-18,164000000
555604,Guillermo del Toro's Pinocchio,2022-11-09,0
10601,Peter Pan,2003-12-18,121975011
9473,"South Park: Bigger, Longer & Uncut",1999-06-30,83137603
786,Almost Famous,2000-09-15,47386287
5236,Kiss Kiss Bang Bang,2005-09-05,15785148
393457,Fences,2016-12-16,64414761
384677,Set It Up,2018-06-15,0
9593,Last Action Hero,1993-06-18,137300000
319,True Romance,1993-09-09,12600000
313922,Green Room,2016-04-15,3769214
429300,Adrift,2018-05-31,59945012
712,Four Weddings and a Funeral,1994-03-09,245700832
459992,Long Shot,2019-05-02,0
271718,Trainwreck,2015-07-17,140795793
9705,Swordfish,2001-06-08,147080413
228326,The Book of Life,2014-10-01,97437106
533,Wallace & Gromit: The Curse of the Were-Rabbit,2005-09-04,192610372
398173,The House That Jack Built,2018-10-04,5566776
5,Four Rooms,1995-12-09,4257354
801,"Good Morning, Vietnam",1987-12-23,123922370
19,Metropolis,1927-02-06,650422
8204,The Spiderwick Chronicles,2008-02-14,164170327
239571,The Best of Me,2014-10-15,35926213
9902,Wrong Turn,2003-05-30,28650575
417384,Scary Stories to Tell in the Dark,2019-08-08,104545505
601666,I Care a Lot,2021-02-19,0
594767,Shazam! Fury of the Gods,2023-03-15,133437105
10637,Remember the Titans,2000-09-29,136706683
308369,Me and Earl and the Dying Girl,2015-06-12,0
49527,Man on a Ledge,2012-01-13,46221189
9336,Police Academy,1984-03-22,81198894
484641,Anna,2019-06-19,31626978
9373,The Texas Chainsaw Massacre,2003-05-21,107363905
9539,Martyrs,2008-09-03,1100000
388399,Patriots Day,2016-12-12,50548152
8874,My Best Friend's Wedding,1997-06-19,299288605
565426,To All the Boys: P.S. I Still Love You,2020-02-12,0
9614,Happy Gilmore,1996-02-16,41205099
600583,The Power of the Dog,2021-10-25,0
55787,Water for Elephants,2011-04-15,117094902
227719,Project Almanac,2015-01-28,33213241
399360,Alpha,2018-08-17,35808437
364433,They Call Me Jeeg,2016-02-25,0
49517,Tinker Tailor Soldier Spy,2011-09-16,80630608
944,Lethal Weapon 4,1998-07-10,285444603
1580,Rope,1948-03-11,2200000
379149,The Foreigner,2017-09-28,145374099
22894,Legion,2010-01-21,67918658
321741,Concussion,2015-11-12,50363790
505600,Booksmart,2019-05-24,24849029
9315,Flightplan,2005-09-22,223387299
37958,Immortals,2011-11-10,226904017
14564,Rings,2017-02-01,83080890
1574,Chicago,2002-12-10,306776732
306947,The Invitation,2015-07-03,354835
610253,Halloween Kills,2021-10-14,133423964
62835,Colombiana,2011-07-27,71508440
407436,Mowgli: Legend of the Jungle,2018-11-25,0
395990,Death Wish,2018-03-02,34017028
696374,Gabriel's Inferno,2020-05-29,0
595,To Kill a Mockingbird,1962-12-20,13129846
13207,Friday the 13th,2009-02-11,91509154
612,Munich,2005-12-23,130982129
68737,Seventh Son,2014-12-12,114178613
438650,Cold Pursuit,2019-02-07,76419755
17609,Antichrist,2009-05-20,791867
9374,Death Becomes Her,1992-07-30,149022650
882598,Smile,2022-09-23,216135048
12144,The Land Before Time,1988-11-18,84460846
9279,Jingle All the Way,1996-11-21,129832389
2976,Hairspray,2007-07-19,90450008
8009,Highlander,1986-03-07,12885193
2652,Hard Candy,2005-01-14,7022209
109443,Anchorman 2: The Legend Continues,2013-12-18,173649015
419680,Daddy's Home 2,2017-11-09,180613180
